chr	start	end	replication_time	expression_CCLE	noncoding_mutation_rate
7	126500001	126600000	981	12105	6.84E-06
7	126600001	126700000	967	9409	6.56E-06
7	126700001	126800000	954	11879	5.41E-06
7	126800001	126900000	901	20074	4.28E-06
7	126900001	127000000	875	226789	3.88E-06
7	127000001	127100000	807	467392	3.79E-06
7	127100001	127200000	741	9108	4.35E-06
7	127200001	127300000	619	1381403	2.47E-06
7	127300001	127400000	576	902304	1.88E-06
7	127400001	127500000	641	285259	1.81E-06
7	127500001	127600000	650	388920	1.81E-06
7	127600001	127700000	615	355138	1.98E-06
7	127700001	127800000	477	1283123	1.64E-06
7	127800001	127900000	373	4887	3.35E-06
7	127900001	128000000	255	852803	2.47E-06
7	128000001	128100000	246	803302	1.95E-06
7	128100001	128200000	199	785514	4.21E-06
7	128200001	128300000	188	832982	5.82E-06
7	128300001	128400000	244	1065122	2.04E-06
7	128400001	128500000	304	3088598	2.70E-06
7	128500001	128600000	310	1130456	2.96E-06
7	128600001	128700000	361	860063	2.23E-06
7	128700001	128800000	406	160472	2.59E-06
7	128800001	128900000	408	437110	1.44E-06
7	128900001	129000000	420	75231	9.87E-07
7	129000001	129100000	396	697143	1.63E-06
7	129100001	129200000	286	197504	1.76E-06
7	129200001	129300000	203	235619	1.59E-06
7	129300001	129400000	253	362586	1.84E-06
7	129400001	129500000	200	1402372	1.74E-06
7	129500001	129600000	226	384247	2.57E-06
7	129600001	129700000	146	291125	3.23E-06
7	129700001	129800000	129	719150	1.70E-06
7	129800001	129900000	266	475963	2.11E-06
7	129900001	130000000	156	201794	2.31E-06
7	130000001	130100000	212	206377	2.32E-06
7	130100001	130200000	298	931035	1.72E-06
7	130200001	130300000	NaN	48982	1.26E-06
7	130300001	130400000	433	118888	3.32E-06
7	130400001	130500000	399	9549	2.63E-06
7	130500001	130600000	384	372078	2.11E-06
7	130600001	130700000	323	293438	1.39E-06
7	130700001	130800000	271	183908	2.74E-06
7	130800001	130900000	168	33648	2.94E-06
7	130900001	131000000	137	31463	1.94E-06
7	131000001	131100000	199	228486	1.59E-06
7	131100001	131200000	283	1765150	2.37E-06
7	131200001	131300000	220	55114	2.48E-06
7	131300001	131400000	319	249065	3.83E-06
7	131400001	131500000	221	13096	5.12E-06
7	131500001	131600000	419	4449	5.28E-06
7	131600001	131700000	526	4442	4.50E-06
7	131700001	131800000	622	1722	4.23E-06
7	131800001	131900000	644	42751	3.48E-06
7	131900001	132000000	692	6978	3.88E-06
7	132000001	132100000	746	5011	3.73E-06
7	132100001	132200000	738	7941	3.97E-06
7	132200001	132300000	679	3683	4.06E-06
7	132300001	132400000	643	544	4.84E-06
7	132400001	132500000	618	444544	3.53E-06
7	132500001	132600000	622	126705	1.94E-06
7	132600001	132700000	677	152247	2.90E-06
7	132700001	132800000	624	6469197	3.49E-06
7	132800001	132900000	583	83968	3.43E-06
7	132900001	133000000	576	145378	2.80E-06
7	133000001	133100000	736	149618	3.05E-06
7	133100001	133200000	757	120513	3.67E-06
7	133200001	133300000	897	57942	2.97E-06
7	133300001	133400000	930	119422	3.34E-06
7	133400001	133500000	965	66008	2.36E-06
7	133500001	133600000	929	107043	3.55E-06
7	133600001	133700000	866	196402	2.68E-06
7	133700001	133800000	747	398208	2.07E-06
7	133800001	133900000	678	43168	2.78E-06
7	133900001	134000000	634	425563	2.76E-06
7	134000001	134100000	493	26889	3.68E-06
7	134100001	134200000	415	885074	1.66E-06
7	134200001	134300000	287	514282	2.27E-06
7	134300001	134400000	319	195098	1.65E-06
7	134400001	134500000	392	50208	2.41E-06
7	134500001	134600000	451	122165	2.23E-06
7	134600001	134700000	513	1274671	2.68E-06
7	134700001	134800000	524	29397	2.20E-06
7	134800001	134900000	558	1085475	1.35E-06
7	134900001	135000000	594	5224	2.64E-06
7	135000001	135100000	545	346054	2.27E-06
7	135100001	135200000	407	117167	1.41E-06
7	135200001	135300000	370	833410	2.13E-06
7	135300001	135400000	326	1428569	2.22E-06
7	135400001	135500000	312	36952	2.93E-06
7	135500001	135600000	386	10675	2.63E-06
7	135600001	135700000	470	2218191	2.37E-06
7	135700001	135800000	588	13324	5.63E-06
7	135800001	135900000	745	9888	6.33E-06
7	135900001	136000000	815	13617	7.31E-06
7	136000001	136100000	890	3486	7.27E-06
7	136100001	136200000	944	3149	8.68E-06
7	136200001	136300000	935	1184	1.11E-05
7	136300001	136400000	952	3116	7.54E-06
7	136400001	136500000	996	2382	9.78E-06
7	136500001	136600000	999	5820	7.33E-06
7	136600001	136700000	1001	8137	8.10E-06
7	136700001	136800000	995	21227	6.33E-06
7	136800001	136900000	946	3882	7.16E-06
7	136900001	137000000	944	75901	4.95E-06
7	137000001	137100000	879	47370	5.22E-06
7	137100001	137200000	861	751911	4.93E-06
7	137200001	137300000	740	6449	6.16E-06
7	137300001	137400000	618	7059	5.21E-06
7	137400001	137500000	588	479243	6.40E-06
7	137500001	137600000	612	952532	2.84E-06
7	137600001	137700000	553	193594	2.82E-06
7	137700001	137800000	446	3427	4.27E-06
7	137800001	137900000	478	2972	3.96E-06
7	137900001	138000000	538	2449	4.02E-06
7	138000001	138100000	556	6722	4.91E-06
7	138100001	138200000	547	167216	3.15E-06
7	138200001	138300000	552	598659	2.88E-06
7	138300001	138400000	480	30678	3.67E-06
7	138400001	138500000	385	74758	2.85E-06
7	138500001	138600000	380	333448	2.11E-06
7	138600001	138700000	289	186318	2.96E-06
7	138700001	138800000	243	1369703	2.19E-06
7	138800001	138900000	220	190680	2.77E-06
7	138900001	139000000	345	537249	1.73E-06
7	139000001	139100000	325	1075749	2.11E-06
7	139100001	139200000	339	952410	2.89E-06
7	139200001	139300000	428	1487330	2.75E-06
7	139300001	139400000	522	194353	1.48E-06
7	139400001	139500000	NaN	277023	1.70E-06
7	139500001	139600000	617	47258	2.48E-06
7	139600001	139700000	679	65583	2.14E-06
7	139700001	139800000	639	672278	2.62E-06
7	139800001	139900000	624	196890	2.09E-06
7	139900001	140000000	622	18882	2.29E-06
7	140000001	140100000	587	467233	2.67E-06
7	140100001	140200000	521	923158	3.18E-06
7	140200001	140300000	512	65342	2.32E-06
7	140300001	140400000	503	649360	2.32E-06
7	140400001	140500000	567	945386	3.87E-06
7	140500001	140600000	603	211323	2.87E-06
7	140600001	140700000	616	66828	2.96E-06
7	140700001	140800000	618	342746	3.08E-06
7	140800001	140900000	679	22055	3.72E-06
7	140900001	141000000	817	29580	4.23E-06
7	141000001	141100000	858	28696	4.68E-06
7	141100001	141200000	860	167787	4.04E-06
7	141200001	141300000	848	97667	2.56E-06
7	141300001	141400000	887	1055750	2.72E-06
7	141400001	141500000	781	1063301	2.83E-06
7	141500001	141600000	844	11398	3.70E-06
7	141600001	141700000	856	31970	4.06E-06
7	141700001	141800000	846	8329	4.26E-06
7	141800001	141900000	728	48198	3.64E-06
7	141900001	142000000	645	40989	4.83E-06
7	142000001	142100000	578	1060	5.81E-06
7	142100001	142200000	NaN	12429	2.96E-06
7	142200001	142300000	349	7916	2.85E-06
7	142300001	142400000	453	3215	4.03E-06
7	142400001	142500000	458	112190	6.18E-06
7	142500001	142600000	636	305713	3.12E-06
7	142600001	142700000	645	63911	3.98E-06
7	142700001	142800000	676	11623	4.45E-06
7	142800001	142900000	568	27560	3.27E-06
7	142900001	143000000	399	1140067	2.85E-06
7	143000001	143100000	372	1935427	2.69E-06
7	143100001	143200000	379	35173	3.34E-06
7	143200001	143300000	372	166142	3.85E-06
7	143300001	143400000	NaN	267974	1.25E-06
7	143400001	143500000	463	100843	3.58E-06
7	143500001	143600000	544	768780	2.45E-06
7	143600001	143700000	618	889	6.03E-06
7	143700001	143800000	732	2284	4.97E-06
7	143800001	143900000	812	264392	2.92E-06
7	143900001	144000000	711	656808	2.69E-06
7	144000001	144100000	767	524873	4.00E-06
7	144100001	144200000	838	37520	4.14E-06
7	144200001	144300000	935	29491	4.10E-06
7	144300001	144400000	998	31869	4.34E-06
7	144400001	144500000	991	21442	3.57E-06
7	144500001	144600000	953	21920	4.89E-06
7	144600001	144700000	1023	681	7.00E-06
7	144700001	144800000	1057	6865	7.17E-06
7	144800001	144900000	1080	344	8.17E-06
7	144900001	145000000	1127	1990	1.09E-05
7	145000001	145100000	1121	306	1.05E-05
7	145100001	145200000	1123	789	1.27E-05
7	145200001	145300000	1195	690	1.18E-05
7	145300001	145400000	1200	1673	1.14E-05
7	145400001	145500000	1195	6320	9.99E-06
7	145500001	145600000	1122	15515	1.10E-05
7	145600001	145700000	1050	39643	1.08E-05
7	145700001	145800000	1126	9850	1.10E-05
7	145800001	145900000	NaN	11474	9.29E-06
7	145900001	146000000	NaN	8667	1.21E-05
7	146000001	146100000	NaN	5507	1.07E-05
7	146100001	146200000	NaN	3344	1.09E-05
7	146200001	146300000	NaN	2443	1.09E-05
7	146300001	146400000	NaN	1481	7.90E-06
7	146400001	146500000	NaN	780	1.07E-05
7	146500001	146600000	NaN	2757	9.80E-06
7	146600001	146700000	1115	1494	1.08E-05
7	146700001	146800000	NaN	738	8.04E-06
7	146800001	146900000	NaN	1415	8.20E-06
7	146900001	147000000	1095	965	8.90E-06
7	147000001	147100000	NaN	616	1.07E-05
7	147100001	147200000	1010	1636	1.03E-05
7	147200001	147300000	NaN	2988	1.06E-05
7	147300001	147400000	986	1940	9.57E-06
7	147400001	147500000	1016	1237	7.11E-06
7	147500001	147600000	999	1587	9.74E-06
7	147600001	147700000	967	1141	8.58E-06
7	147700001	147800000	950	884	8.10E-06
7	147800001	147900000	931	993	5.95E-06
7	147900001	148000000	878	1231	3.87E-06
7	148000001	148100000	811	9144	3.38E-06
7	148100001	148200000	699	51913	3.67E-06
7	148200001	148300000	635	3208	4.01E-06
7	148300001	148400000	593	89098	3.42E-06
7	148400001	148500000	532	1001678	1.92E-06
7	148500001	148600000	434	940416	2.20E-06
7	148600001	148700000	290	33839	2.62E-06
7	148700001	148800000	279	2897506	2.34E-06
7	148800001	148900000	242	587799	3.44E-06
7	148900001	149000000	254	1082098	2.89E-06
7	149000001	149100000	385	54867	4.17E-06
7	149100001	149200000	430	583374	2.25E-06
7	149200001	149300000	467	314222	2.97E-06
7	149300001	149400000	594	139932	3.40E-06
7	149400001	149500000	612	222012	2.97E-06
7	149500001	149600000	615	728656	1.89E-06
7	149600001	149700000	686	32345	3.95E-06
7	149700001	149800000	634	33905	8.89E-06
7	149800001	149900000	679	60957	9.27E-06
7	149900001	150000000	564	246946	5.09E-06
7	150000001	150100000	514	2041882	1.58E-06
7	150100001	150200000	452	163626	3.13E-06
7	150200001	150300000	584	40297	4.58E-06
7	150300001	150400000	671	74760	5.21E-06
7	150400001	150500000	689	85102	3.47E-06
7	150500001	150600000	604	150535	2.75E-06
7	150600001	150700000	547	220975	2.94E-06
7	150700001	150800000	373	3364402	1.47E-06
7	150800001	150900000	337	803645	1.51E-06
7	150900001	151000000	290	1591782	1.79E-06
7	151000001	151100000	282	709585	3.30E-06
7	151100001	151200000	190	427282	1.72E-06
7	151200001	151300000	196	404150	2.17E-06
7	151300001	151400000	292	51135	1.86E-06
7	151400001	151500000	372	19954	1.89E-06
7	151500001	151600000	437	28065	3.39E-06
7	151600001	151700000	445	680	2.52E-06
7	151700001	151800000	476	195599	3.40E-06
7	151800001	151900000	586	1396571	1.60E-06
7	151900001	152000000	616	288630	1.40E-05
7	152000001	152100000	515	484974	5.96E-06
7	152100001	152200000	504	116166	4.40E-06
7	152200001	152300000	403	9759	3.81E-06
7	152300001	152400000	416	481837	3.75E-06
7	152400001	152500000	444	69403	5.79E-06
7	152500001	152600000	535	274298	2.72E-06
7	152600001	152700000	630	12741	4.16E-06
7	152700001	152800000	714	4014	4.86E-06
7	152800001	152900000	831	2409	7.22E-06
7	152900001	153000000	863	4014	7.62E-06
7	153000001	153100000	911	19357	7.30E-06
7	153100001	153200000	921	32067	7.97E-06
7	153200001	153300000	928	1799	8.98E-06
7	153300001	153400000	993	148	8.15E-06
7	153400001	153500000	982	22933	9.41E-06
7	153500001	153600000	1013	1783	7.74E-06
7	153600001	153700000	1019	2080	7.86E-06
7	153700001	153800000	1009	7289	1.40E-05
7	153800001	153900000	941	5632	1.12E-05
7	153900001	154000000	952	3296	8.96E-06
7	154000001	154100000	946	962	9.32E-06
7	154100001	154200000	932	739	7.99E-06
7	154200001	154300000	942	617	6.35E-06
7	154300001	154400000	NaN	263	5.21E-06
7	154400001	154500000	875	1689	8.50E-06
7	154500001	154600000	832	1318	7.48E-06
7	154600001	154700000	715	2582	5.66E-06
7	154700001	154800000	628	703757	2.49E-06
7	154800001	154900000	603	1122	4.97E-06
7	154900001	155000000	557	17505	7.25E-06
7	155000001	155100000	502	561775	3.24E-06
7	155100001	155200000	NaN	720275	4.63E-06
7	155200001	155300000	558	85055	3.69E-06
7	155300001	155400000	599	18487	3.50E-06
7	155400001	155500000	589	307952	5.18E-06
7	155500001	155600000	646	933155	2.05E-06
7	155600001	155700000	634	22585	4.32E-06
7	155700001	155800000	621	97993	3.14E-06
7	155800001	155900000	617	7847	3.96E-06
7	155900001	156000000	676	317	3.92E-06
7	156000001	156100000	765	1741	6.50E-06
7	156100001	156200000	738	2576	3.06E-06
7	156200001	156300000	735	12639	3.42E-06
7	156300001	156400000	646	24890	3.82E-06
7	156400001	156500000	635	822984	2.70E-06
7	156500001	156600000	615	273046	1.82E-06
7	156600001	156700000	500	159593	2.66E-06
7	156700001	156800000	474	688991	2.31E-06
7	156800001	156900000	369	78532	4.57E-06
7	156900001	157000000	419	539114	2.82E-06
7	157000001	157100000	334	1277335	2.66E-06
7	157100001	157200000	261	524550	2.64E-06
7	157200001	157300000	174	443391	4.12E-06
7	157300001	157400000	530	173477	4.25E-06
7	157400001	157500000	474	44982	7.56E-06
7	157500001	157600000	590	10826	7.83E-06
7	157600001	157700000	627	25887	7.69E-06
7	157700001	157800000	676	12477	7.54E-06
7	157800001	157900000	792	38944	7.75E-06
7	157900001	158000000	776	47701	5.42E-06
7	158000001	158100000	785	9449	5.87E-06
7	158100001	158200000	739	28867	9.93E-06
7	158200001	158300000	635	35454	6.31E-06
7	158300001	158400000	579	67426	5.98E-06
7	158400001	158500000	565	1136041	1.85E-06
7	158500001	158600000	385	1583999	3.30E-06
7	158600001	158700000	344	260961	2.30E-06
7	158700001	158800000	241	244058	4.45E-06
7	158800001	158900000	319	19583	2.48E-05
7	158900001	159000000	348	9900	NaN
7	159000001	159100000	442	1576	NaN
7	159100001	159200000	535	2008	NaN
8	1	100000	NaN	31796	2.55E-05
8	100001	200000	616	210896	5.56E-06
8	200001	300000	794	27122	6.02E-06
8	300001	400000	772	75529	5.18E-06
8	400001	500000	838	419143	2.59E-06
8	500001	600000	904	150047	3.84E-06
8	600001	700000	889	453569	4.23E-06
8	700001	800000	877	430	6.72E-06
8	800001	900000	914	488	5.18E-06
8	900001	1000000	948	3371	8.60E-06
8	1000001	1100000	922	1365	7.69E-06
8	1100001	1200000	914	844	8.54E-06
8	1200001	1300000	860	6814	9.23E-06
8	1300001	1400000	831	4725	8.24E-06
8	1400001	1500000	780	5958	7.72E-06
8	1500001	1600000	671	1547	5.95E-06
8	1600001	1700000	585	9005	3.83E-06
8	1700001	1800000	544	443243	4.59E-06
8	1800001	1900000	477	374535	2.81E-06
8	1900001	2000000	551	430946	2.28E-06
8	2000001	2100000	570	15715	3.65E-06
8	2100001	2200000	638	1746	6.07E-06
8	2200001	2300000	761	5388	8.98E-06
8	2300001	2400000	866	6551	5.16E-06
8	2400001	2500000	902	6397	5.52E-06
8	2500001	2600000	902	36189	4.88E-06
8	2600001	2700000	929	26158	6.39E-06
8	2700001	2800000	967	33347	7.43E-06
8	2800001	2900000	991	15359	7.82E-06
8	2900001	3000000	1010	8811	6.45E-06
8	3000001	3100000	1013	5148	6.68E-06
8	3100001	3200000	1031	648	6.47E-06
8	3200001	3300000	1076	171	5.78E-06
8	3300001	3400000	1095	94	6.53E-06
8	3400001	3500000	1076	31	6.46E-06
8	3500001	3600000	1089	108	6.29E-06
8	3600001	3700000	1115	310	5.55E-06
8	3700001	3800000	1178	468	5.39E-06
8	3800001	3900000	1215	144	6.30E-06
8	3900001	4000000	1211	113	6.13E-06
8	4000001	4100000	1246	167	5.92E-06
8	4100001	4200000	1213	1978	5.38E-06
8	4200001	4300000	1290	469	5.81E-06
8	4300001	4400000	1281	315	6.58E-06
8	4400001	4500000	1261	261	7.14E-06
8	4500001	4600000	1220	56	6.68E-06
8	4600001	4700000	1182	392074	4.99E-06
8	4700001	4800000	1158	207	6.45E-06
8	4800001	4900000	1143	100	6.67E-06
8	4900001	5000000	1166	2799	4.92E-06
8	5000001	5100000	1155	156	5.60E-06
8	5100001	5200000	1101	127	6.31E-06
8	5200001	5300000	1115	77	5.73E-06
8	5300001	5400000	1054	435	6.30E-06
8	5400001	5500000	1049	378	6.42E-06
8	5500001	5600000	1025	329	7.23E-06
8	5600001	5700000	996	831	5.06E-06
8	5700001	5800000	943	5866	4.82E-06
8	5800001	5900000	977	2244	6.11E-06
8	5900001	6000000	960	1670	6.35E-06
8	6000001	6100000	896	340	4.43E-06
8	6100001	6200000	851	964	5.02E-06
8	6200001	6300000	745	109841	3.16E-06
8	6300001	6400000	702	243472	1.46E-06
8	6400001	6500000	609	125719	2.44E-06
8	6500001	6600000	525	343674	1.92E-06
8	6600001	6700000	475	755379	1.37E-06
8	6700001	6800000	564	29355	3.42E-06
8	6800001	6900000	628	2291	3.84E-06
8	6900001	7000000	699	37958	1.11E-05
8	7000001	7100000	715	27762	1.13E-05
8	7100001	7200000	NaN	19010	6.06E-06
8	7200001	7300000	NaN	11020	7.61E-06
8	7300001	7400000	686	8043	7.42E-06
8	7400001	7500000	600	4480	3.53E-05
8	7500001	7600000	NaN	9042	2.10E-05
8	7600001	7700000	630	658	8.45E-06
8	7700001	7800000	637	1849	8.45E-06
8	7800001	7900000	693	11339	6.85E-05
8	7900001	8000000	783	50551	1.81E-05
8	8000001	8100000	589	176829	1.40E-05
8	8100001	8200000	172	265527	1.25E-06
8	8200001	8300000	199	331644	2.10E-06
8	8300001	8400000	262	7783	1.42E-06
8	8400001	8500000	155	15516	2.18E-06
8	8500001	8600000	174	41464	1.67E-06
8	8600001	8700000	307	315912	2.15E-06
8	8700001	8800000	395	263306	1.28E-06
8	8800001	8900000	384	466375	7.82E-07
8	8900001	9000000	440	246801	1.84E-06
8	9000001	9100000	526	82273	2.46E-06
8	9100001	9200000	620	10741	2.45E-06
8	9200001	9300000	678	4897	2.46E-06
8	9300001	9400000	704	4880	4.94E-06
8	9400001	9500000	748	131244	1.91E-06
8	9500001	9600000	854	206407	1.49E-06
8	9600001	9700000	817	566038	2.18E-06
8	9700001	9800000	859	20722	3.81E-06
8	9800001	9900000	871	2515	3.36E-06
8	9900001	10000000	899	36085	2.26E-06
8	10000001	10100000	831	22098	2.38E-06
8	10100001	10200000	781	53120	2.45E-06
8	10200001	10300000	681	116137	2.57E-06
8	10300001	10400000	633	97552	3.68E-06
8	10400001	10500000	519	16990	3.54E-06
8	10500001	10600000	456	130375	2.10E-06
8	10600001	10700000	481	262294	2.63E-06
8	10700001	10800000	574	37681	2.15E-06
8	10800001	10900000	632	25432	3.06E-06
8	10900001	11000000	644	201985	3.08E-06
8	11000001	11100000	704	151840	2.47E-06
8	11100001	11200000	671	283116	2.50E-06
8	11200001	11300000	556	111854	1.52E-06
8	11300001	11400000	520	99999	3.26E-06
8	11400001	11500000	493	133620	3.33E-06
8	11500001	11600000	492	46088	2.66E-06
8	11600001	11700000	360	2520857	1.86E-06
8	11700001	11800000	216	2488546	2.23E-06
8	11800001	11900000	301	43952	7.11E-06
8	11900001	12000000	451	9612	4.72E-06
8	12000001	12100000	625	128340	8.59E-06
8	12100001	12200000	NaN	1816	2.82E-06
8	12200001	12300000	487	99947	9.33E-06
8	12300001	12400000	621	154617	1.49E-05
8	12400001	12500000	647	238277	1.09E-05
8	12500001	12600000	647	213382	1.00E-05
8	12600001	12700000	694	108637	2.84E-06
8	12700001	12800000	723	1082	3.32E-06
8	12800001	12900000	643	117869	2.25E-06
8	12900001	13000000	555	368156	3.64E-06
8	13000001	13100000	508	87440	3.36E-06
8	13100001	13200000	407	31549	4.54E-06
8	13200001	13300000	520	7002	3.68E-06
8	13300001	13400000	559	9021	4.11E-06
8	13400001	13500000	679	14166	5.20E-06
8	13500001	13600000	763	384	7.49E-06
8	13600001	13700000	894	291	7.90E-06
8	13700001	13800000	936	245	7.20E-06
8	13800001	13900000	944	14170	7.37E-06
8	13900001	14000000	986	6262	7.03E-06
8	14000001	14100000	984	2102	7.87E-06
8	14100001	14200000	1030	1487	7.57E-06
8	14200001	14300000	1055	779	9.57E-06
8	14300001	14400000	1075	2052	9.02E-06
8	14400001	14500000	1095	1139	7.55E-06
8	14500001	14600000	1104	2018	7.35E-06
8	14600001	14700000	1134	2649	7.83E-06
8	14700001	14800000	1108	986	6.56E-06
8	14800001	14900000	1175	1858	7.16E-06
8	14900001	15000000	1175	2295	7.65E-06
8	15000001	15100000	1155	2805	7.38E-06
8	15100001	15200000	1101	1480	8.30E-06
8	15200001	15300000	1058	4505	6.25E-06
8	15300001	15400000	1038	79952	5.73E-06
8	15400001	15500000	1013	67574	5.09E-06
8	15500001	15600000	999	185332	5.30E-06
8	15600001	15700000	1007	269318	4.74E-06
8	15700001	15800000	961	10793	6.05E-06
8	15800001	15900000	970	698	7.11E-06
8	15900001	16000000	946	13048	6.66E-06
8	16000001	16100000	947	9926	7.71E-06
8	16100001	16200000	910	9306	5.05E-06
8	16200001	16300000	888	16596	5.31E-06
8	16300001	16400000	806	26596	3.41E-06
8	16400001	16500000	618	18325	3.87E-06
8	16500001	16600000	579	14581	4.02E-06
8	16600001	16700000	562	38718	3.89E-06
8	16700001	16800000	620	6666	3.36E-06
8	16800001	16900000	719	55591	4.02E-06
